year,month,day,streamflow,prcp,tmax
1980,1,1,0.368119005696,9.75,0.76
1980,1,2,0.368119005696,0,1.17
1980,1,3,0.396435852288,0,-6.36
1980,1,4,0.396435852288,0,-2.63
1980,1,5,0.42475269888,0,0.09
1980,1,6,0.42475269888,0,0.16
1980,1,7,0.396435852288,0,-3.69
1980,1,8,0.396435852288,5.74,-0.61
1980,1,9,0.368119005696,0,-0.7
1980,1,10,0.368119005696,15.55,-6.24
1980,1,11,0.339802159104,9.4,-7.03
1980,1,12,0.368119005696,16.92,4.34
1980,1,13,0.396435852288,11.84,2.56
1980,1,14,0.42475269888,12.89,1.61
1980,1,15,0.453069545472,0,3.82
1980,1,16,0.481386392064,0,-2.02
1980,1,17,0.481386392064,13.99,-4.67
1980,1,18,0.481386392064,0,-7.8
1980,1,19,0.453069545472,0,-8.6
1980,1,20,0.453069545472,0,-5.88
1980,1,21,0.42475269888,0,-9.72
1980,1,22,0.42475269888,0,-5.12
1980,1,23,0.396435852288,0,-4.78
1980,1,24,0.396435852288,0,-6.63
1980,1,25,0.368119005696,3.91,-9.01
1980,1,26,0.368119005696,5.13,-15.82
1980,1,27,0.339802159104,5.07,-13.93
1980,1,28,0.339802159104,0,-13.55
1980,1,29,0.368119005696,3.84,-10.53
1980,1,30,0.396435852288,0,-11.49
1980,1,31,0.396435852288,0,-10.9
1980,2,1,0.42475269888,0,-3.77
1980,2,2,0.42475269888,0,3.32
1980,2,3,0.453069545472,0,1.72
1980,2,4,0.453069545472,0,1.13
1980,2,5,0.453069545472,0,-1.21
1980,2,6,0.42475269888,0,0.58
1980,2,7,0.42475269888,0,-1.56
1980,2,8,0.396435852288,0,-9.75
1980,2,9,0.368119005696,0,-6.91
1980,2,10,0.368119005696,0,-6.7
1980,2,11,0.396435852288,0,-3.86
1980,2,12,0.396435852288,0,-2.23
1980,2,13,0.42475269888,0,2.35
1980,2,14,0.42475269888,4.19,1.45
1980,2,15,0.453069545472,5.08,-2.44
1980,2,16,0.481386392064,0,3.85
1980,2,17,0.509703238656,11.89,2.92
1980,2,18,0.538020085248,10.79,0.06
1980,2,19,0.538020085248,9.12,4.27
1980,2,20,0.509703238656,0,-1.81
1980,2,21,0.509703238656,0,-5.06
1980,2,22,0.481386392064,10.26,-3.75
1980,2,23,0.481386392064,12.14,-4.63
1980,2,24,0.453069545472,0,-4.21
1980,2,25,0.453069545472,0,2.19
1980,2,26,0.42475269888,0,3.19
1980,2,27,0.42475269888,0,3.06
1980,2,28,0.42475269888,0,1.47
1980,2,29,0.453069545472,0,-0.54
1980,3,1,0.453069545472,0,-4.1
1980,3,2,0.453069545472,6.61,-4.93
1980,3,3,0.42475269888,6.88,2.84
1980,3,4,0.42475269888,3.61,5.07
1980,3,5,0.396435852288,0,1.99
1980,3,6,0.42475269888,0,-2.53
1980,3,7,0.42475269888,0,-0.59
1980,3,8,0.42475269888,0,-1.11
1980,3,9,0.396435852288,0,3.04
1980,3,10,0.396435852288,0,-0.76
1980,3,11,0.42475269888,0,-1.84
1980,3,12,0.453069545472,0,2.18
1980,3,13,0.453069545472,0,2.18
1980,3,14,0.42475269888,0,1.53
1980,3,15,0.396435852288,0,-1.84
1980,3,16,0.368119005696,0,-1.55
1980,3,17,0.368119005696,0,0.33
1980,3,18,0.396435852288,0,-3.86
1980,3,19,0.396435852288,0,2.61
1980,3,20,0.42475269888,0,-1.49
1980,3,21,0.453069545472,0,-0.49
1980,3,22,0.453069545472,0,3.32
1980,3,23,0.42475269888,0,-1.84
1980,3,24,0.453069545472,0,-3.31
1980,3,25,0.481386392064,0,-3.25
1980,3,26,0.453069545472,0,-4.1
1980,3,27,0.42475269888,7.72,-4.21
1980,3,28,0.453069545472,0,1.86
1980,3,29,0.481386392064,0,-0.69
1980,3,30,0.453069545472,4.73,-3.42
1980,3,31,0.42475269888,4.56,-3.75
1980,4,1,0.396435852288,0,-5.08
1980,4,2,0.396435852288,0,-4
1980,4,3,0.368119005696,0,-2.55
1980,4,4,0.396435852288,0,0.84
1980,4,5,0.42475269888,0,1.04
1980,4,6,0.453069545472,10.45,-2.87
1980,4,7,0.42475269888,0,-3.7
1980,4,8,0.42475269888,0,-0.45
1980,4,9,0.453069545472,0,1.19
1980,4,10,0.509703238656,0,0.81
1980,4,11,0.538020085248,0,3.69
1980,4,12,0.56633693184,0,-0.88
1980,4,13,0.538020085248,0,9.39
1980,4,14,0.594653778432,0,5.18
1980,4,15,0.651287471616,0,6.73
1980,4,16,0.7079211648,0,12.94
1980,4,17,0.84950539776,0,16.22
1980,4,18,1.047723323904,0,11.29
1980,4,19,1.245941250048,0,12.7
1980,4,20,1.69901079552,0,14.45
1980,4,21,2.26534772736,0,13.41
1980,4,22,2.746734119424,0,11.53
1980,4,23,4.2475269888,0,9.43
1980,4,24,7.079211648,0,6.95
1980,4,25,11.3267386368,0,9.67
1980,4,26,12.7425809664,0,10.24
1980,4,27,11.89307556864,0,11.94
1980,4,28,11.75149133568,0,12.78
1980,4,29,12.770897812992,0,12.2
1980,4,30,14.44159176192,10.75,11.85
1980,5,1,19.000604063232,0,13.42
1980,5,2,18.887336676864,7.24,14.78
1980,5,3,17.41486065408,0,15.25
1980,5,4,19.085554603008,0,13.82
1980,5,5,23.106546819072,0,15.1
1980,5,6,24.692290228224,0,15.41
1980,5,7,24.012685910016,9.23,12.22
1980,5,8,21.634070796288,5.21,11.87
1980,5,9,23.899418523648,7.16,9.38
1980,5,10,19.878426307584,8.13,5.84
1980,5,11,16.820206875648,7.8,4.7
1980,5,12,15.036245540352,9.16,3.1
1980,5,13,13.110699972096,6.36,11.08
1980,5,14,11.921392415232,0,12.11
1980,5,15,12.006342955008,4.13,9.42
1980,5,16,12.431095653888,14.78,9.37
1980,5,17,12.006342955008,8.48,10.86
1980,5,18,11.581590256128,0,14.81
1980,5,19,12.685947273216,0,16.19
1980,5,20,13.931888523264,0,19.33
1980,5,21,17.216642727936,0,20.99
1980,5,22,20.38812954624,0,20.24
1980,5,23,23.672883750912,16.21,12.48
1980,5,24,25.711696705536,8.74,6.77
1980,5,25,21.181001250816,7.08,7.94
1980,5,26,17.103375341568,0,11.96
1980,5,27,14.639809688064,0,13.9
1980,5,28,13.280601051648,1.66,11.33
1980,5,29,12.516046193664,4.77,7.79
1980,5,30,11.836441875456,0,10.46
1980,5,31,12.261194574336,6.07,7.18
1980,6,1,12.685947273216,9.65,11.98
1980,6,2,14.045155909632,11.23,13.28
1980,6,3,15.43268139264,11.71,8.92
1980,6,4,14.44159176192,0,11.56
1980,6,5,14.44159176192,0,10.65
1980,6,6,14.526542301696,0,8.99
1980,6,7,14.243373835776,0,13.62
1980,6,8,14.130106449408,0,23.61
1980,6,9,14.838027614208,0,25.95
1980,6,10,16.621988949504,0,23.65
1980,6,11,17.811296506368,0,19.98
1980,6,12,18.4059502848,0,19.23
1980,6,13,18.094464972288,0,16.58
1980,6,14,17.216642727936,0,14.06
1980,6,15,15.829117244928,0,17.19
1980,6,16,13.931888523264,0,22.75
1980,6,17,12.770897812992,0,26.76
1980,6,18,12.516046193664,0,20.07
1980,6,19,12.60099673344,0,21.47
1980,6,20,12.770897812992,0,20.01
1980,6,21,12.685947273216,0,20.34
1980,6,22,12.261194574336,0,20.68
1980,6,23,11.666540795904,0,22.91
1980,6,24,11.071887017472,0,21.52
1980,6,25,10.222381619712,0,24.42
1980,6,26,9.34455937536,0,20.46
1980,6,27,8.63663821056,0,21.01
1980,6,28,8.07030127872,0,25.4
1980,6,29,7.36238011392,0,22.62
1980,6,30,6.93762741504,0,20.92
1980,7,1,6.51287471616,9.48,17.88
1980,7,2,6.08812201728,8.33,18.15
1980,7,3,5.6633693184,10.37,18.56
1980,7,4,5.23861661952,0,20.78
1980,7,5,4.81386392064,0,22.97
1980,7,6,4.53069545472,0,22.32
1980,7,7,4.2475269888,6.07,20.55
1980,7,8,4.162576449024,4.37,19.03
1980,7,9,3.992675369472,0,22
1980,7,10,3.709506903552,0,22.05
1980,7,11,3.482972130816,0,23.5
1980,7,12,3.426338437632,0,22.96
1980,7,13,3.25643735808,0,20.5
1980,7,14,3.143169971712,0,18.42
1980,7,15,3.001585738752,0,19.36
1980,7,16,2.8316846592,0,23.55
1980,7,17,2.633466733056,0,22.55
1980,7,18,2.576833039872,0,22.01
1980,7,19,2.576833039872,6.28,21.07
1980,7,20,2.321981420544,0,23.38
1980,7,21,2.293664573952,0,25.51
1980,7,22,2.095446647808,0,26.03
1980,7,23,2.038812954624,0,26.14
1980,7,24,1.812278181888,0,25.8
1980,7,25,1.812278181888,0,25.68
1980,7,26,1.727327642112,0,24.07
1980,7,27,1.642377102336,0,24.94
1980,7,28,1.529109715968,0,26.65
1980,7,29,1.387525483008,0,23.31
1980,7,30,1.330891789824,0,24.21
1980,7,31,1.330891789824,0,23.98
1980,8,1,1.302574943232,0,23.08
1980,8,2,1.245941250048,0,22.46
1980,8,3,1.189307556864,0,19.79
1980,8,4,1.160990710272,0,17.89
1980,8,5,1.160990710272,0,23.69
1980,8,6,1.104357017088,0,24.41
1980,8,7,1.076040170496,0,23.72
1980,8,8,0.99108963072,0,24.16
1980,8,9,0.962772784128,0,24.14
1980,8,10,0.934455937536,0,23.14
1980,8,11,0.906139090944,0,26.15
1980,8,12,0.877822244352,0,25.07
1980,8,13,0.877822244352,0,24.21
1980,8,14,0.84950539776,3.1,21.57
1980,8,15,0.84950539776,11.21,16.1
1980,8,16,1.104357017088,6.38,17.37
1980,8,17,1.047723323904,0,19.5
1980,8,18,0.877822244352,0,20.1
1980,8,19,0.84950539776,0,11.4
1980,8,20,0.877822244352,0,15.54
1980,8,21,0.84950539776,0,21.99
1980,8,22,0.736238011392,0,23.83
1980,8,23,0.764554857984,0,22.83
1980,8,24,0.736238011392,0,22.57
1980,8,25,0.764554857984,2.83,18.28
1980,8,26,1.104357017088,0,18.56
1980,8,27,0.906139090944,0,19.21
1980,8,28,0.821188551168,0,20.36
1980,8,29,0.736238011392,0,17.61
1980,8,30,0.679604318208,0,18.01
1980,8,31,0.7079211648,0,13.66
1980,9,1,0.679604318208,0,18.38
1980,9,2,0.622970625024,0,20.48
1980,9,3,0.594653778432,0,19.4
1980,9,4,0.56633693184,0,23.44
1980,9,5,0.56633693184,0,24.76
1980,9,6,0.56633693184,0,25.17
1980,9,7,0.594653778432,3.55,17.82
1980,9,8,0.651287471616,0,18.93
1980,9,9,0.622970625024,0,16.73
1980,9,10,0.622970625024,3.5,17.77
1980,9,11,0.821188551168,7.21,17.03
1980,9,12,1.160990710272,3.82,16.29
1980,9,13,0.877822244352,0,18.99
1980,9,14,0.736238011392,0,20.21
1980,9,15,0.651287471616,0,18.17
1980,9,16,0.594653778432,0,16.65
1980,9,17,0.622970625024,0,20.29
1980,9,18,0.594653778432,0,22.08
1980,9,19,0.622970625024,0,18.54
1980,9,20,0.622970625024,0,15.8
1980,9,21,0.622970625024,0,10.77
1980,9,22,0.622970625024,0,15.19
1980,9,23,0.622970625024,0,14.19
1980,9,24,0.622970625024,0,15.06
1980,9,25,0.594653778432,0,19.18
1980,9,26,0.594653778432,0,21.9
