year,month,day,streamflow,prcp,tmax
1980,1,1,0.1868911875072,0,-5.36
1980,1,2,0.1868911875072,11.27,-8.62
1980,1,3,0.1868911875072,15.77,-9.55
1980,1,4,0.1868911875072,11.75,-6.21
1980,1,5,0.1868911875072,10.46,-1.09
1980,1,6,0.1868911875072,11.22,-10.99
1980,1,7,0.1868911875072,13.49,-11.6
1980,1,8,0.1868911875072,10.42,-7.18
1980,1,9,0.1755644488704,10.01,-1.76
1980,1,10,0.169901079552,15.77,-7.24
1980,1,11,0.169901079552,10.58,-6.16
1980,1,12,0.169901079552,18.45,-4.67
1980,1,13,0.169901079552,8.3,-2.63
1980,1,14,0.169901079552,9.71,-1.09
1980,1,15,0.169901079552,0,-6.18
1980,1,16,0.169901079552,4.77,-4.21
1980,1,17,0.169901079552,0,-4.46
1980,1,18,0.169901079552,0,-6.84
1980,1,19,0.169901079552,0,-2.72
1980,1,20,0.169901079552,0,-1.24
1980,1,21,0.169901079552,0,-6.25
1980,1,22,0.169901079552,0,-9.37
1980,1,23,0.169901079552,0,-6.63
1980,1,24,0.169901079552,0,-1.25
1980,1,25,0.169901079552,11.89,-7.4
1980,1,26,0.169901079552,15.98,-5.91
1980,1,27,0.169901079552,13.38,-7.22
1980,1,28,0.169901079552,13.83,-5.68
1980,1,29,0.169901079552,14.58,-6.69
1980,1,30,0.169901079552,0,-7.67
1980,1,31,0.169901079552,0,-3.75
1980,2,1,0.169901079552,0,-4.34
1980,2,2,0.169901079552,0,-4.82
1980,2,3,0.169901079552,7.98,-0.02
1980,2,4,0.169901079552,0,-4.22
1980,2,5,0.169901079552,0,-2.12
1980,2,6,0.169901079552,1.74,1.48
1980,2,7,0.169901079552,0,-5.23
1980,2,8,0.169901079552,0,-5.86
1980,2,9,0.169901079552,0,-4.62
1980,2,10,0.169901079552,0,-4.98
1980,2,11,0.169901079552,0,-5.27
1980,2,12,0.169901079552,0,-5.52
1980,2,13,0.169901079552,0,-2.23
1980,2,14,0.169901079552,11.83,2.74
1980,2,15,0.169901079552,10.4,0.98
1980,2,16,0.169901079552,6.91,-1.93
1980,2,17,0.169901079552,7.89,-3.5
1980,2,18,0.169901079552,20.68,-3.06
1980,2,19,0.169901079552,12.43,-1.14
1980,2,20,0.169901079552,9.93,-4.7
