year,month,day,streamflow,prcp,tmax
1980,1,1,0.0651287471616,0,-3.03
1980,1,2,0.0651287471616,8.02,-5.9
1980,1,3,0.0651287471616,15.89,-7.19
1980,1,4,0.07079211648,7.17,-3.39
1980,1,5,0.0764554857984,4.95,1.78
1980,1,6,0.0792871704576,6.72,-7.18
1980,1,7,0.0792871704576,9.21,-8.41
1980,1,8,0.0792871704576,5.41,-6.21
1980,1,9,0.0792871704576,6.38,0.6
1980,1,10,0.0792871704576,13.37,-4.35
1980,1,11,0.0821188551168,6.48,-3.85
1980,1,12,0.0821188551168,16.45,-1.53
1980,1,13,0.0877822244352,6.22,0.59
1980,1,14,0.0877822244352,13.08,2.32
1980,1,15,0.0821188551168,0,-2.05
1980,1,16,0.0792871704576,7.41,-1.82
1980,1,17,0.0792871704576,0,-1.35
1980,1,18,0.0792871704576,0,-2.93
1980,1,19,0.0736238011392,0,-1.88
1980,1,20,0.0736238011392,0,0.15
1980,1,21,0.0736238011392,0,-2.85
1980,1,22,0.0736238011392,0,-6.43
1980,1,23,0.0736238011392,0,-3.64
1980,1,24,0.07079211648,0,0.65
1980,1,25,0.0651287471616,4.46,-3.71
1980,1,26,0.0651287471616,7,-3.88
1980,1,27,0.0651287471616,4.54,-5.2
1980,1,28,0.0651287471616,8.28,-4.41
1980,1,29,0.0651287471616,10.35,-5.06
1980,1,30,0.0651287471616,0,-5.37
1980,1,31,0.0651287471616,0,-3
1980,2,1,0.0651287471616,0,-2.2
1980,2,2,0.0651287471616,0,-0.74
1980,2,3,0.0651287471616,6.41,3.15
1980,2,4,0.0651287471616,0,-0.62
1980,2,5,0.0651287471616,0,-0.4
1980,2,6,0.0651287471616,1.27,2.75
1980,2,7,0.0594653778432,0,-3.48
1980,2,8,0.0594653778432,0,-5.06
1980,2,9,0.0594653778432,0,-3.03
1980,2,10,0.0651287471616,0,-3.24
1980,2,11,0.0679604318208,0,-3.89
1980,2,12,0.07079211648,0,-2.92
1980,2,13,0.0764554857984,0,1.21
1980,2,14,0.0764554857984,13.14,2.67
1980,2,15,0.0764554857984,7.79,1.95
1980,2,16,0.0764554857984,0,-0.15
1980,2,17,0.0764554857984,5.16,-0.91
1980,2,18,0.0764554857984,22.37,0.77
1980,2,19,0.0764554857984,7.7,2.53
1980,2,20,0.0764554857984,8.23,-0.99
1980,2,21,0.0764554857984,7.26,-0.06
1980,2,22,0.0764554857984,5.31,-2.67
1980,2,23,0.0792871704576,8.24,-3.67
1980,2,24,0.0792871704576,0,-5.23
1980,2,25,0.0792871704576,0,1.55
1980,2,26,0.0792871704576,0,1.51
1980,2,27,0.0792871704576,0,5.34
1980,2,28,0.0792871704576,5.7,6.76
1980,2,29,0.0792871704576,7.28,-2.67
1980,3,1,0.0792871704576,0,0.02
1980,3,2,0.0792871704576,6.19,2.01
1980,3,3,0.0792871704576,6.35,4
1980,3,4,0.0792871704576,5.23,-2.06
1980,3,5,0.0792871704576,6.14,-0.58
1980,3,6,0.0792871704576,12.36,-0.96
1980,3,7,0.0792871704576,7.45,-3.41
1980,3,8,0.0792871704576,0,-2.93
1980,3,9,0.0736238011392,0,-4.03
1980,3,10,0.07079211648,0,1.7
1980,3,11,0.0679604318208,8.57,1.12
1980,3,12,0.0679604318208,7.17,-8.08
1980,3,13,0.0651287471616,0,-1.46
1980,3,14,0.0651287471616,0,4.88
1980,3,15,0.0651287471616,0,4.2
1980,3,16,0.0651287471616,0,-6.42
1980,3,17,0.0651287471616,0,-1.42
1980,3,18,0.0651287471616,0,3.25
1980,3,19,0.0651287471616,0,0.6
1980,3,20,0.0679604318208,0,1.2
1980,3,21,0.0679604318208,0,4.48
1980,3,22,0.0679604318208,0,1.35
1980,3,23,0.0679604318208,0,-1.57
1980,3,24,0.0679604318208,3.78,0.91
1980,3,25,0.0679604318208,3.27,-0.96
1980,3,26,0.0679604318208,0,-2.93
1980,3,27,0.0679604318208,5.27,1.35
1980,3,28,0.0679604318208,4.99,-4.6
1980,3,29,0.0679604318208,0,-4.48
1980,3,30,0.0679604318208,9.06,1.24
1980,3,31,0.0679604318208,10.35,-4.87
1980,4,1,0.0679604318208,5.64,-4.53
1980,4,2,0.0679604318208,3.58,-2.88
1980,4,3,0.0679604318208,0,-2.76
1980,4,4,0.0679604318208,0,2.94
1980,4,5,0.0679604318208,2.83,3.5
