year,month,day,streamflow,prcp,tmax
1980,1,1,0.2067129801216,0,0.63
1980,1,2,0.2067129801216,0,0.83
1980,1,3,0.2067129801216,0,-0.14
1980,1,4,0.198217926144,0,-0.51
1980,1,5,0.198217926144,0,4.87
1980,1,6,0.198217926144,0,4.4
1980,1,7,0.198217926144,0,-0.56
1980,1,8,0.198217926144,0,2.53
1980,1,9,0.198217926144,0,0.71
1980,1,10,0.2067129801216,12.11,0.33
1980,1,11,0.2095446647808,6.37,-4.88
1980,1,12,0.2152080340992,5.28,7.36
1980,1,13,0.2067129801216,5.12,8.53
1980,1,14,0.2152080340992,13.36,1.04
1980,1,15,0.2067129801216,0,3.08
1980,1,16,0.198217926144,5.06,3.7
1980,1,17,0.198217926144,8.75,3.19
1980,1,18,0.198217926144,9.88,-1.57
1980,1,19,0.198217926144,0,-2.86
1980,1,20,0.198217926144,0,1.27
1980,1,21,0.1897228721664,0,0.29
1980,1,22,0.198217926144,0,-3.46
1980,1,23,0.198217926144,0,1.2
1980,1,24,0.198217926144,0,4.29
1980,1,25,0.198217926144,0,3.25
1980,1,26,0.1897228721664,0,0.26
1980,1,27,0.1897228721664,0,1.21
1980,1,28,0.198217926144,13.28,-3.12
1980,1,29,0.1897228721664,11.63,1.76
1980,1,30,0.1897228721664,0,-0.12
1980,1,31,0.1897228721664,0,-3.66
1980,2,1,0.1897228721664,0,4.87
1980,2,2,0.1868911875072,0,6.47
1980,2,3,0.184059502848,0,4.91
1980,2,4,0.1812278181888,0,4.46
1980,2,5,0.1812278181888,0,3.16
1980,2,6,0.1812278181888,7.91,3.45
1980,2,7,0.1812278181888,7.41,-2.76
1980,2,8,0.1812278181888,0,-0.97
1980,2,9,0.1812278181888,0,0.33
1980,2,10,0.1812278181888,0,4.23
1980,2,11,0.1812278181888,0,3.79
1980,2,12,0.1812278181888,0,3.36
1980,2,13,0.1812278181888,0,0.74
1980,2,14,0.1812278181888,8.52,-0.57
1980,2,15,0.1812278181888,4.03,3.01
1980,2,16,0.1812278181888,5.89,2.66
1980,2,17,0.1897228721664,6.74,5.2
1980,2,18,0.198217926144,18.67,5.21
1980,2,19,0.1897228721664,15.39,4.28
1980,2,20,0.1897228721664,13.54,0.84
1980,2,21,0.1812278181888,8.93,1.35
1980,2,22,0.1812278181888,11.68,0.76
1980,2,23,0.1727327642112,4.82,-1.66
1980,2,24,0.2321981420544,0,3.23
1980,2,25,0.2491882500096,0,5.1
1980,2,26,0.198217926144,0,8.88
1980,2,27,0.1812278181888,0,11.56
1980,2,28,0.1812278181888,0,9.44
1980,2,29,0.1727327642112,0,0
1980,3,1,0.1812278181888,0,1.86
1980,3,2,0.1727327642112,0,4.45
1980,3,3,0.1727327642112,15.33,1.13
1980,3,4,0.1812278181888,9.08,2.08
1980,3,5,0.1727327642112,11.32,1.86
1980,3,6,0.1812278181888,19.44,2.37
1980,3,7,0.1812278181888,14.98,-1.18
1980,3,8,0.1727327642112,7.55,1.19
1980,3,9,0.2152080340992,0,-1.28
1980,3,10,0.2237030880768,0,2.96
1980,3,11,0.1727327642112,13.23,2.71
1980,3,12,0.1727327642112,0,-3.69
1980,3,13,0.2321981420544,0,5.27
1980,3,14,0.1727327642112,0,5.88
1980,3,15,0.1727327642112,7.58,4.67
1980,3,16,0.1727327642112,0,-3.07
1980,3,17,0.1868911875072,0,-0.46
1980,3,18,0.198217926144,0,2.15
1980,3,19,0.1727327642112,0,0.64
1980,3,20,0.1642377102336,0,5.49
1980,3,21,0.1727327642112,0,2.34
1980,3,22,0.1642377102336,12.98,0.03
1980,3,23,0.1642377102336,0,0.38
1980,3,24,0.1812278181888,10.15,-0.06
1980,3,25,0.1585743409152,0,-5.32
1980,3,26,0.1585743409152,0,-0.2
1980,3,27,0.1585743409152,7.57,-1
1980,3,28,0.1585743409152,6.26,-3.17
1980,3,29,0.1585743409152,0,1.35
1980,3,30,0.1642377102336,9.19,0.45
1980,3,31,0.28316846592,0,-4.14
1980,4,1,0.1642377102336,0,-3.17
1980,4,2,0.1585743409152,0,-3.11
1980,4,3,0.1529109715968,0,3.21
1980,4,4,0.1529109715968,0,6.28
1980,4,5,0.1585743409152,0,7.81
1980,4,6,0.1585743409152,7.05,4.57
1980,4,7,0.1585743409152,0,-1
1980,4,8,0.1642377102336,0,5.45
1980,4,9,0.1642377102336,0,11.92
1980,4,10,0.1727327642112,0,4.7
1980,4,11,0.1727327642112,0,0.96
1980,4,12,0.1585743409152,0,2.31
1980,4,13,0.1642377102336,0,5.21
1980,4,14,0.1812278181888,0,11.42
1980,4,15,0.2067129801216,0,10.53
1980,4,16,0.2152080340992,0,10.85
1980,4,17,0.2321981420544,0,14.78
1980,4,18,0.28316846592,0,16.65
1980,4,19,0.339802159104,0,17.91
1980,4,20,0.453069545472,0,17.5
1980,4,21,0.481386392064,0,13.92
1980,4,22,0.509703238656,6.96,12.97
1980,4,23,0.594653778432,7.18,5.19
