,DATE,Precip,DryBulbTemp,RelHumidity,Stationpressure,WetBulbTemp,WindSpeed,gaze_height
0,2010-01-31,3.5725,37.428763440860216,65.88709677419355,29.197970430107528,33.21370967741935,5.994623655913978,9.097056451612904
1,2010-02-28,3.7199999999999998,39.25,64.92333333333333,29.08888333333333,34.47833333333333,6.465,12.159966666666666
2,2010-03-31,4.529999999999999,50.17654986522911,66.54986522911051,29.04088948787062,44.41239892183288,5.607816711590297,9.67765498652291
3,2010-04-30,2.4025,64.0125,61.108333333333334,29.12834722222222,55.18333333333333,4.161111111111111,6.249833333333333
4,2010-05-31,7.1425,72.42876344086021,70.34005376344086,29.13016129032258,65.36021505376344,4.559139784946237,8.520766129032257
5,2010-06-30,1.4275,80.6,70.625,29.133,72.80555555555556,3.7125,5.696333333333333
6,2010-07-31,3.925,81.44565217391305,69.28416149068323,29.166583850931676,73.0916149068323,3.5714285714285716,5.380248447204969
7,2010-08-31,4.1175,81.70995670995671,73.96969696969697,29.102611832611835,74.80375180375181,3.3535353535353534,5.573910533910533
8,2010-09-30,1.8674999999999997,75.52248062015504,66.55813953488372,29.134666666666668,66.64341085271317,2.562790697674419,4.635348837209302
9,2010-10-31,1.8175,62.09457579972184,64.96105702364395,29.15286509040334,54.39916550764951,3.4506258692628653,4.815034770514604
10,2010-11-30,4.505,51.81894150417827,72.76601671309193,29.22015320334262,46.95543175487465,4.093314763231198,5.057325905292479
11,2010-12-31,1.3699999999999997,37.05277401894452,63.494587280108256,29.185480378890393,32.47631935047362,5.848443843031123,5.03212449255751
12,2011-01-31,2.5974999999999984,39.221774193548384,66.64112903225806,29.16081989247312,34.76881720430107,5.369623655913978,5.000551075268817
13,2011-02-28,3.6449999999999996,48.33084947839046,62.456035767511175,29.211833084947838,42.03576751117735,5.388971684053652,5.952608047690014
14,2011-03-31,6.949999999999999,55.02960969044415,67.60632570659489,29.1935531628533,48.907133243607,5.716016150740242,9.455423956931359
15,2011-04-30,1.8699999999999999,64.8625,62.68125,29.103125,56.56111111111111,5.990277777777778,8.580722222222223
16,2011-05-31,1.875,69.80510752688173,64.40322580645162,29.09231182795699,61.30510752688172,4.426075268817204,7.056760752688171
17,2011-06-30,1.3425,79.67916666666666,64.175,29.10336111111111,70.01805555555555,3.9069444444444446,6.035222222222222
18,2011-07-31,1.3049999999999993,81.36021505376344,70.78091397849462,29.104556451612904,73.60685483870968,3.778225806451613,4.936680107526882
19,2011-08-31,1.77,81.22311827956989,64.25336021505376,29.03619623655914,71.53763440860214,3.646505376344086,4.484086021505376
20,2011-09-30,2.3775,71.17246175243393,70.66759388038943,29.09892906815021,64.20305980528512,4.2002781641168285,5.584186369958275
21,2011-10-31,1.4175,59.20295698924731,67.0739247311828,29.162741935483872,52.405913978494624,4.764784946236559,5.534408602150538
22,2011-11-30,3.57,53.712898751733704,68.55201109570042,29.247683772538142,48.15117891816921,4.954230235783633,5.985603328710124
23,2011-12-31,5.085,49.243951612903224,71.05712365591398,29.313198924731182,44.589381720430104,4.056451612903226,5.271424731182796
24,2012-01-31,3.892499999999999,47.39650537634409,67.05712365591398,29.230913978494623,42.354838709677416,4.979838709677419,4.672634408602151
25,2012-02-29,1.9349999999999998,50.89798850574713,65.76293103448276,29.224813218390807,45.28735632183908,5.022988505747127,4.113994252873564
26,2012-03-31,4.109999999999999,63.28129205921938,63.63189771197847,29.229327052489904,55.681695827725434,5.007402422611037,4.595504710632571
27,2012-04-30,0.7474999999999999,64.65416666666667,63.03055555555556,29.1065,56.6,4.952083333333333,5.112083333333333
28,2012-05-31,2.5,72.56854838709677,68.44086021505376,29.101612903225803,64.86424731182795,3.9489247311827955,4.67372311827957
29,2012-06-30,3.9099999999999997,76.28194444444445,65.32638888888889,29.087083333333336,67.26944444444445,4.036111111111111,4.273555555555555
30,2012-07-31,4.47,81.61559139784946,68.18010752688173,29.140147849462366,72.96908602150538,4.045698924731183,5.035134408602151
31,2012-08-31,3.12,77.18682795698925,73.68548387096774,29.121841397849465,70.53897849462365,3.360215053763441,4.469623655913979
32,2012-09-30,2.4074999999999998,71.92222222222222,73.62916666666666,29.15901388888889,65.66111111111111,3.098611111111111,4.173111111111111
33,2012-10-31,1.1549999999999998,61.108870967741936,70.60752688172043,29.119556451612905,55.15860215053763,4.42741935483871,4.966626344086022
34,2012-11-30,1.2899999999999998,49.8876560332871,68.74757281553399,29.28127600554785,44.45076282940361,3.3564493758668514,7.1080166435506245
35,2012-12-31,5.35,48.86810228802153,74.54374158815612,29.18486541049798,44.8835800807537,4.646029609690444,5.830820995962315
36,2013-01-31,6.5424999999999995,48.46639784946237,71.5497311827957,29.288756720430108,44.214381720430104,4.630376344086022,5.347903225806451
37,2013-02-28,6.197499999999999,45.11309523809524,66.78125,29.1571130952381,40.01636904761905,5.5773809523809526,5.851026785714286
38,2013-03-31,3.8725,48.43472409152086,57.53297442799462,29.16029609690444,41.39434724091521,7.016150740242261,5.1290040376850605
39,2013-04-30,4.0975,61.15416666666667,65.60833333333333,29.1875,53.979166666666664,5.2875,6.1112222222222226
40,2013-05-31,4.5675,67.48586810228802,69.79676985195155,29.171251682368776,60.592193808882904,5.063257065948856,10.67121130551817
41,2013-06-30,6.544999999999999,76.62100139082058,75.442280945758,29.100723226703753,70.54937413073714,4.289290681502086,8.100111265646731
42,2013-07-31,11.1,76.37905405405405,80.35810810810811,29.171520270270268,71.66081081081082,3.6722972972972974,9.633648648648649
43,2013-08-31,3.392499999999999,76.41666666666667,78.58736559139786,29.178340053763442,71.23387096774194,3.631720430107527,8.897728494623657
44,2013-09-30,3.3724999999999996,72.10416666666667,75.74722222222222,29.14311111111111,66.32222222222222,3.0597222222222222,6.548569444444444
45,2013-10-31,3.02,62.34274193548387,75.69354838709677,29.19462365591398,57.32258064516129,2.6478494623655915,5.839784946236559
46,2013-11-30,2.1825,49.205270457697644,65.15950069348128,29.322038834951453,43.54230235783634,5.084604715672677,5.439389736477115
47,2013-12-31,6.595,46.57258064516129,76.10887096774194,29.266948924731185,43.043010752688176,3.997311827956989,10.197096774193549
48,2014-01-31,2.4699999999999998,35.46236559139785,58.80779569892473,29.235228494623655,30.422043010752688,5.489247311827957,9.393104838709677
49,2014-02-28,2.9599999999999995,45.822916666666664,66.56547619047619,29.167886904761904,40.55952380952381,5.269345238095238,8.12434523809524
50,2014-03-31,2.9524999999999997,51.55585464333782,62.95558546433378,29.14749663526245,45.02691790040377,5.9152086137281294,6.974091520861373
51,2014-04-30,6.1125,61.50138888888889,64.8625,29.121902777777777,54.14513888888889,5.559722222222222,9.169152777777779
52,2014-05-31,3.5875,69.52830188679245,69.85040431266846,29.19177897574124,62.45013477088949,3.61455525606469,6.830080862533693
53,2014-06-30,2.5975,76.79166666666667,73.97083333333333,29.138,70.34583333333333,3.540277777777778,5.402972222222222
54,2014-07-31,3.3699999999999997,77.05376344086021,71.23118279569893,29.14581989247312,69.84005376344086,3.896505376344086,5.4040725806451615
55,2014-08-31,1.3499999999999999,77.01505016722408,72.96153846153847,29.14494983277592,70.18896321070234,3.5033444816053514,6.11257525083612
56,2014-09-30,2.155,73.82777777777778,75.93888888888888,29.183152777777778,68.23194444444445,4.356944444444444,4.996194444444445
57,2014-10-31,3.1799999999999997,63.25268817204301,71.68951612903226,29.122069892473117,57.4005376344086,4.262096774193548,4.883158602150538
58,2014-11-30,3.0825,46.21081830790569,62.97364771151179,29.256837725381416,40.45076282940361,5.3821081830790565,5.723578363384188
59,2014-12-31,3.7775,47.733870967741936,73.8252688172043,29.26454301075269,43.76545698924731,4.993279569892473,5.415752688172043
60,2015-01-31,2.8199999999999994,41.38306451612903,65.6774193548387,29.29422043010753,36.60215053763441,5.31989247311828,6.0304166666666665
61,2015-02-28,3.2099999999999995,38.614583333333336,60.38392857142857,29.22645089285714,33.454613095238095,6.572916666666667,6.263988095238095
