year,month,day,streamflow,prcp,tmax
1980,1,1,0.0254851619328,10.27,-3.3
1980,1,2,0.0254851619328,6.4,-7.12
1980,1,3,0.0254851619328,10.37,-7.42
1980,1,4,0.0254851619328,8.49,-4.34
1980,1,5,0.0254851619328,8.23,0.6
1980,1,6,0.0254851619328,8.96,-8.7
1980,1,7,0.0254851619328,11.47,-10.17
1980,1,8,0.0254851619328,8,-5.88
1980,1,9,0.0254851619328,6.64,-0.63
1980,1,10,0.0254851619328,12.68,-5.49
1980,1,11,0.0226534772736,7.65,-4.4
1980,1,12,0.0226534772736,15.34,-2.63
1980,1,13,0.0226534772736,6.85,-0.58
1980,1,14,0.0226534772736,6.56,0.71
1980,1,15,0.0226534772736,0,-4.27
1980,1,16,0.0226534772736,2.42,-2.94
1980,1,17,0.0226534772736,0,-3.34
1980,1,18,0.0226534772736,0,-6.05
1980,1,19,0.0226534772736,0,-3.16
1980,1,20,0.0226534772736,0,-0.43
1980,1,21,0.0226534772736,0,-4.62
1980,1,22,0.0226534772736,0,-7.41
1980,1,23,0.0226534772736,0,-4.63
1980,1,24,0.0226534772736,0,0.45
1980,1,25,0.0226534772736,11.27,-5.53
1980,1,26,0.0226534772736,14.76,-6.7
1980,1,27,0.0226534772736,11.74,-5.96
1980,1,28,0.0226534772736,11,-5.78
1980,1,29,0.0226534772736,13.09,-5.1
1980,1,30,0.0226534772736,0,-6.43
1980,1,31,0.0226534772736,0,-2.32
1980,2,1,0.0198217926144,0,-2.98
1980,2,2,0.0198217926144,0,-3.25
1980,2,3,0.0198217926144,5.04,1.42
1980,2,4,0.0198217926144,0,-2.68
1980,2,5,0.0198217926144,0,-1.07
1980,2,6,0.0198217926144,1.86,2.79
1980,2,7,0.0198217926144,0,-4.82
1980,2,8,0.0198217926144,0,-4.83
1980,2,9,0.0198217926144,0,-3.05
1980,2,10,0.0198217926144,0,-3.24
1980,2,11,0.0198217926144,0,-3.94
1980,2,12,0.0198217926144,0,-3.62
1980,2,13,0.0198217926144,0,-0.78
1980,2,14,0.0198217926144,8.53,3.59
1980,2,15,0.0198217926144,8.84,1.29
1980,2,16,0.0198217926144,4.86,-0.8
1980,2,17,0.0198217926144,5.37,-1.88
1980,2,18,0.0198217926144,16.36,-1.29
1980,2,19,0.0198217926144,9.65,0.27
1980,2,20,0.0198217926144,7.58,-3.08
1980,2,21,0.0198217926144,4.33,-2.02
1980,2,22,0.0198217926144,7.59,-4.88
1980,2,23,0.0198217926144,10.62,-5.49
1980,2,24,0.0198217926144,0,-7.21
